date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:31	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:58:31%20GMT	https://ideaigniter.com/PK/cart/cart/add/16	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/16	(from https://ideaigniter.com/PK/product/detail/16)
22:58:31	53/53	---MC-	302	error ('Found')	text/plain	date:Tue,%2022%20Oct%202024%2017:58:32%20GMT	https://unpkg.com/xzoom/dist/xzoom.min.js	C:/My%20Web%20Sites/ideaigniter/unpkg.com/xzoom/dist/xzoom.min.js	(from https://ideaigniter.com/PK/product/detail/16)
22:58:31	45451/45451	---MC-	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2017:58:31%20GMT	https://ideaigniter.com/login	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/login.html	(from https://ideaigniter.com/PK/product/detail/16)
22:58:32	13179/13179	---MCZ	200	added ('OK')	application/javascript	etag:W/%22337b-HREeX1OQiwPThSw7PzADLU1AuZM%22	https://unpkg.com/xzoom@1.0.15/dist/xzoom.min.js	C:/My%20Web%20Sites/ideaigniter/unpkg.com/xzoom@1.0.15/dist/xzoom.min.js	(from https://ideaigniter.com/PK/product/detail/16)
22:58:32	12384/12384	---M--	200	added ('OK')	text/javascript	date:Sat,%2024%20Aug%202024%2016:59:47%20GMT	https://ideaigniter.com/frontend/js/product.js	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/frontend/js/product.js	(from https://ideaigniter.com/PK/product/detail/16)
22:58:33	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:58:34%20GMT	https://ideaigniter.com/PK/cart/cart/add/29	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/29	(from https://ideaigniter.com/PK/product/detail/29)
22:58:34	4447463/4447463	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:39:51%20GMT	https://ideaigniter.com/storage/app/public/products/16/wbC6PfZvFO.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/16/wbC6PfZvFO.png	(from https://ideaigniter.com/PK/product/detail/16)
22:58:35	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:58:35%20GMT	https://ideaigniter.com/PK/cart/cart/add/23	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/23.bb.delayed	(from https://ideaigniter.com/PK/product/detail/23)
22:58:35	11868/11868	---M--	200	added ('OK')	text/css	date:Tue,%2027%20Aug%202024%2009:14:05%20GMT	https://ideaigniter.com/frontend/css/contact.css	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/frontend/css/contact.css	(from https://ideaigniter.com/PK/content)
22:58:36	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Oct%202024%2017:58:37%20GMT	https://ideaigniter.com/frontend/img/banner	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/frontend/img/banner.bd.delayed	(from https://ideaigniter.com/frontend/css/products.css)
22:58:37	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:58:38%20GMT	https://ideaigniter.com/PK/cart/cart/add/17	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/17	(from https://ideaigniter.com/PK/product/detail/17)
22:59:00	4669005/4669005	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:57:51%20GMT	https://ideaigniter.com/storage/app/public/products/29/mZbI1ij0ZS.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/29/mZbI1ij0ZS.png	(from https://ideaigniter.com/PK/product/detail/29)
22:59:01	5440222/5440222	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:47:50%20GMT	https://ideaigniter.com/storage/app/public/products/23/fBDaINYmNO.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/23/fBDaINYmNO.png	(from https://ideaigniter.com/PK/product/detail/23)
22:59:02	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:02%20GMT	https://ideaigniter.com/PK/cart/cart/add/18	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/18.c1.delayed	(from https://ideaigniter.com/PK/product/detail/18)
22:59:03	4936106/4936106	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:41:10%20GMT	https://ideaigniter.com/storage/app/public/products/17/5mXxkkdgTQ.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/17/5mXxkkdgTQ.png	(from https://ideaigniter.com/PK/product/detail/17)
22:59:03	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:04%20GMT	https://ideaigniter.com/PK/cart/cart/add/19	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/19.c3.delayed	(from https://ideaigniter.com/PK/product/detail/19)
22:59:04	4115413/4115413	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:42:08%20GMT	https://ideaigniter.com/storage/app/public/products/18/gbIPidvbL8.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/18/gbIPidvbL8.png	(from https://ideaigniter.com/PK/product/detail/18)
22:59:05	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:05%20GMT	https://ideaigniter.com/PK/cart/cart/add/20	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/20.c5.delayed	(from https://ideaigniter.com/PK/product/detail/20)
22:59:06	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:07%20GMT	https://ideaigniter.com/PK/cart/cart/add/21	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/21.c7.delayed	(from https://ideaigniter.com/PK/product/detail/21)
22:59:25	4438847/4438847	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:43:19%20GMT	https://ideaigniter.com/storage/app/public/products/19/J3GOW2V4Db.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/19/J3GOW2V4Db.png	(from https://ideaigniter.com/PK/product/detail/19)
22:59:25	4067658/4067658	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:44:14%20GMT	https://ideaigniter.com/storage/app/public/products/20/S2LKQOCfsN.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/20/S2LKQOCfsN.png	(from https://ideaigniter.com/PK/product/detail/20)
22:59:26	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:27%20GMT	https://ideaigniter.com/PK/cart/cart/add/22	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/22.c9.delayed	(from https://ideaigniter.com/PK/product/detail/22)
22:59:28	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:28%20GMT	https://ideaigniter.com/PK/cart/cart/add/24	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/24.cb.delayed	(from https://ideaigniter.com/PK/product/detail/24)
22:59:28	4333014/4333014	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:46:39%20GMT	https://ideaigniter.com/storage/app/public/products/22/rgBgSvW3Yt.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/22/rgBgSvW3Yt.png	(from https://ideaigniter.com/PK/product/detail/22)
22:59:29	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:29%20GMT	https://ideaigniter.com/PK/cart/cart/add/25	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/25.cd.delayed	(from https://ideaigniter.com/PK/product/detail/25)
22:59:29	4242742/4242742	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:45:43%20GMT	https://ideaigniter.com/storage/app/public/products/21/761DrHTjLU.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/21/761DrHTjLU.png	(from https://ideaigniter.com/PK/product/detail/21)
22:59:30	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2017:59:31%20GMT	https://ideaigniter.com/PK/cart/cart/add/26	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/26.cf.delayed	(from https://ideaigniter.com/PK/product/detail/26)
23:00:13	5454791/5454791	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:48:59%20GMT	https://ideaigniter.com/storage/app/public/products/24/aR27DeSA3N.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/24/aR27DeSA3N.png	(from https://ideaigniter.com/PK/product/detail/24)
23:00:13	5443693/5443693	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:50:15%20GMT	https://ideaigniter.com/storage/app/public/products/25/kQgZiUWhhF.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/25/kQgZiUWhhF.png	(from https://ideaigniter.com/PK/product/detail/25)
23:00:14	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2018:00:15%20GMT	https://ideaigniter.com/PK/cart/cart/add/27	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/27.d1.delayed	(from https://ideaigniter.com/PK/product/detail/27)
23:00:16	5012908/5012908	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:51:08%20GMT	https://ideaigniter.com/storage/app/public/products/26/R1w0Sip15j.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/26/R1w0Sip15j.png	(from https://ideaigniter.com/PK/product/detail/26)
23:00:16	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2018:00:16%20GMT	https://ideaigniter.com/PK/cart/cart/add/28	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/28.d3.delayed	(from https://ideaigniter.com/PK/product/detail/28)
23:00:16	4777219/4777219	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:52:09%20GMT	https://ideaigniter.com/storage/app/public/products/27/4hq7ognhrU.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/27/4hq7ognhrU.png	(from https://ideaigniter.com/PK/product/detail/27)
23:00:17	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2018:00:18%20GMT	https://ideaigniter.com/PK/cart/cart/add/30	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/30.d5.delayed	(from https://ideaigniter.com/PK/product/detail/30)
23:00:19	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2018:00:19%20GMT	https://ideaigniter.com/PK/cart/cart/add/31	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/31.d7.delayed	(from https://ideaigniter.com/PK/product/detail/31)
23:01:02	4602325/4602325	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:59:01%20GMT	https://ideaigniter.com/storage/app/public/products/30/tUy2l9sDzc.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/30/tUy2l9sDzc.png	(from https://ideaigniter.com/PK/product/detail/30)
23:01:02	5687617/5687617	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:56:26%20GMT	https://ideaigniter.com/storage/app/public/products/28/ZbXeX7N3Sb.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/28/ZbXeX7N3Sb.png	(from https://ideaigniter.com/PK/product/detail/28)
23:01:02	4573081/4573081	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2015:59:51%20GMT	https://ideaigniter.com/storage/app/public/products/31/cEOO0KcN4m.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/31/cEOO0KcN4m.png	(from https://ideaigniter.com/PK/product/detail/31)
23:01:03	362/362	---MC-	302	error ('Found')	text/html	date:Tue,%2022%20Oct%202024%2018:01:04%20GMT	https://ideaigniter.com/PK/cart/cart/add/32	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/PK/cart/cart/add/32.d9.delayed	(from https://ideaigniter.com/PK/product/detail/32)
23:01:04	108514/108514	---M--	200	added ('OK')	image/webp	date:Tue,%2027%20Aug%202024%2009:14:05%20GMT	https://ideaigniter.com/frontend/img/5_result.webp	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/frontend/img/5_result.webp	(from https://ideaigniter.com/frontend/css/variant.css)
23:01:04	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Oct%202024%2018:01:05%20GMT	https://ideaigniter.com/frontend/img/bannr	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/frontend/img/bannr.db.delayed	(from https://ideaigniter.com/frontend/css/events.css)
23:01:05	1039/1039	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2027%20Aug%202024%2009:14:06%20GMT	https://ideaigniter.com/frontend/img/header_bottom.svg	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/frontend/img/header_bottom.svg	(from https://ideaigniter.com/frontend/css/events.css)
23:01:05	4573081/4573081	---M--	200	added ('OK')	image/png	date:Fri,%2002%20Aug%202024%2016:00:26%20GMT	https://ideaigniter.com/storage/app/public/products/32/X6blzX9TFG.png	C:/My%20Web%20Sites/ideaigniter/ideaigniter.com/storage/app/public/products/32/X6blzX9TFG.png	(from https://ideaigniter.com/PK/product/detail/32)
23:01:06	32672/32672	---M--	200	added ('OK')	image/gif	etag:%227fa0-zEvj3FInM/Efnq2OD8OAodsb6dw%22	https://unpkg.com/xzoom@1.0.15/example/images/xloading.gif	C:/My%20Web%20Sites/ideaigniter/unpkg.com/xzoom@1.0.15/example/images/xloading.gif	(from https://unpkg.com/xzoom@1.0.15/dist/xzoom.css)
